Flight_Distance,Dep_Arr_Time_Convenient,Departure_Delay_Minutes,Arrival_Delay_Minutes,Overall_Satisfaction
129,4,19,29,neutral or dissatisfied
1237,4,9,1,neutral or dissatisfied
612,4,47,42,satisfied
223,5,0,2,neutral or dissatisfied
1636,5,24,11,satisfied
509,4,0,0,neutral or dissatisfied
163,5,0,0,satisfied
1488,3,42,28,neutral or dissatisfied
612,4,0,0,neutral or dissatisfied
679,4,0,0,neutral or dissatisfied
1310,1,0,0,neutral or dissatisfied
423,2,2,1,satisfied
2173,2,36,19,neutral or dissatisfied
153,1,147,142,neutral or dissatisfied
1205,2,0,0,satisfied
1346,1,0,7,satisfied
158,4,0,0,satisfied
399,1,0,0,satisfied
3826,0,97,106,satisfied
1009,3,0,0,neutral or dissatisfied
488,4,28,42,neutral or dissatisfied
239,5,0,0,neutral or dissatisfied
602,5,0,0,neutral or dissatisfied
448,4,1,0,neutral or dissatisfied
3821,3,0,0,satisfied
937,5,1,0,neutral or dissatisfied
361,4,0,0,satisfied
1050,2,1,4,neutral or dissatisfied
640,5,100,87,neutral or dissatisfied
1073,4,2,0,satisfied
631,4,0,0,neutral or dissatisfied
2783,3,0,0,neutral or dissatisfied
403,4,0,0,satisfied
462,4,0,0,neutral or dissatisfied
1448,2,6,0,neutral or dissatisfied
516,0,44,49,neutral or dissatisfied
909,5,4,25,neutral or dissatisfied
3175,2,3,6,satisfied
192,4,13,12,neutral or dissatisfied
2689,4,252,231,satisfied
557,1,0,0,satisfied
606,1,0,1,neutral or dissatisfied
1726,1,26,24,neutral or dissatisfied
3848,1,35,23,satisfied
102,3,0,0,neutral or dissatisfied
1640,4,23,25,satisfied
270,1,0,0,satisfied
1313,2,0,0,neutral or dissatisfied
562,3,0,0,satisfied
3167,2,9,0,neutral or dissatisfied
626,4,26,23,satisfied
687,5,0,0,neutral or dissatisfied
377,5,4,0,neutral or dissatisfied
1005,2,7,0,satisfied
1440,5,3,0,neutral or dissatisfied
1535,3,12,3,satisfied
797,5,2,10,neutral or dissatisfied
148,1,7,0,neutral or dissatisfied
331,2,0,0,neutral or dissatisfied
1041,5,6,13,satisfied
413,5,0,0,neutral or dissatisfied
409,3,0,3,neutral or dissatisfied
707,1,0,0,neutral or dissatisfied
515,1,107,103,neutral or dissatisfied
589,3,163,222,satisfied
337,4,0,0,satisfied
500,1,0,0,satisfied
95,1,14,11,neutral or dissatisfied
920,4,23,16,satisfied
1074,3,10,10,satisfied
102,5,5,2,neutral or dissatisfied
362,1,2,1,neutral or dissatisfied
302,2,0,6,neutral or dissatisfied
480,2,0,0,satisfied
1694,0,0,0,satisfied
414,2,8,0,neutral or dissatisfied
3461,0,9,19,satisfied
3567,2,6,5,satisfied
409,2,0,0,satisfied
598,0,8,7,neutral or dissatisfied
408,3,0,0,neutral or dissatisfied
270,5,0,0,neutral or dissatisfied
3397,4,0,0,satisfied
1452,5,1,17,neutral or dissatisfied
957,5,24,42,neutral or dissatisfied
223,1,54,50,satisfied
458,2,41,48,neutral or dissatisfied
1208,3,30,10,neutral or dissatisfied
3738,1,1,0,satisfied
588,2,0,0,neutral or dissatisfied
888,3,26,10,satisfied
671,4,28,19,satisfied
2108,5,0,0,satisfied
628,2,0,0,satisfied
888,3,4,6,neutral or dissatisfied
2277,3,0,5,satisfied
762,5,0,0,neutral or dissatisfied
160,1,0,0,satisfied
859,1,0,10,neutral or dissatisfied
283,5,7,11,neutral or dissatisfied
1533,4,0,2,satisfied
137,1,0,0,neutral or dissatisfied
669,4,30,24,neutral or dissatisfied
758,3,0,1,neutral or dissatisfied
1872,3,0,0,satisfied
628,5,0,0,neutral or dissatisfied
846,2,0,0,satisfied
762,5,0,0,satisfied
1303,3,0,15,neutral or dissatisfied
594,1,8,21,satisfied
1048,5,41,59,neutral or dissatisfied
337,5,0,0,satisfied
421,2,14,14,satisfied
996,1,3,0,neutral or dissatisfied
3674,4,0,0,satisfied
204,1,12,7,satisfied
2116,1,0,0,satisfied
731,0,0,0,neutral or dissatisfied
3562,1,5,10,neutral or dissatisfied
315,4,1,81,neutral or dissatisfied
694,5,0,0,satisfied
1119,4,0,16,neutral or dissatisfied
646,5,0,0,neutral or dissatisfied
258,4,0,0,neutral or dissatisfied
2264,4,0,0,satisfied
645,2,11,0,satisfied
2174,5,0,0,satisfied
3040,0,0,0,satisfied
526,1,0,0,satisfied
2590,1,0,0,satisfied
302,3,0,0,neutral or dissatisfied
543,2,0,0,satisfied
829,3,10,2,satisfied
1739,2,23,20,satisfied
975,1,0,0,satisfied
651,5,0,10,neutral or dissatisfied
696,4,0,0,satisfied
531,1,0,0,satisfied
2317,2,0,0,satisfied
862,2,7,36,satisfied
1773,3,52,48,neutral or dissatisfied
515,4,0,0,neutral or dissatisfied
1911,4,0,0,neutral or dissatisfied
297,0,0,0,satisfied
3074,3,34,60,neutral or dissatisfied
1342,2,2,0,neutral or dissatisfied
632,3,0,0,neutral or dissatisfied
113,0,5,0,satisfied
1205,5,0,5,neutral or dissatisfied
569,5,0,0,satisfied
836,4,0,0,satisfied
1988,4,0,0,satisfied
227,0,0,4,satisfied
1844,5,0,0,neutral or dissatisfied
1671,1,0,0,neutral or dissatisfied
859,2,0,0,satisfied
948,5,47,55,satisfied
1514,2,0,0,satisfied
189,5,23,20,satisfied
544,5,0,0,satisfied
692,3,0,0,neutral or dissatisfied
2879,3,0,0,satisfied
721,2,0,0,neutral or dissatisfied
183,3,22,34,satisfied
2120,3,0,0,satisfied
2762,2,0,0,satisfied
1167,4,0,0,satisfied
3077,5,2,0,satisfied
3442,1,34,31,neutral or dissatisfied
534,5,0,0,neutral or dissatisfied
862,4,0,0,neutral or dissatisfied
354,4,0,0,neutral or dissatisfied
1211,2,20,13,neutral or dissatisfied
605,1,0,0,satisfied
337,5,2,0,satisfied
853,4,0,0,neutral or dissatisfied
1793,2,0,51,neutral or dissatisfied
1407,3,1,3,neutral or dissatisfied
925,5,95,91,neutral or dissatisfied
106,5,0,0,neutral or dissatisfied
102,5,0,0,satisfied
1009,3,0,0,satisfied
1133,2,7,22,satisfied
781,0,0,0,neutral or dissatisfied
867,3,0,1,neutral or dissatisfied
2645,5,46,40,satisfied
846,5,0,0,neutral or dissatisfied
2659,1,1,0,satisfied
3398,3,15,7,satisfied
3633,5,12,0,neutral or dissatisfied
453,3,0,0,neutral or dissatisfied
447,3,1,0,neutral or dissatisfied
3384,2,0,0,satisfied
1250,2,0,0,satisfied
337,5,117,132,neutral or dissatisfied
342,5,0,0,neutral or dissatisfied
972,3,0,0,neutral or dissatisfied
368,3,1,0,neutral or dissatisfied
240,4,0,0,neutral or dissatisfied
802,5,0,1,neutral or dissatisfied
374,4,31,31,satisfied
258,2,1,0,satisfied
680,1,15,8,neutral or dissatisfied
3020,3,0,0,satisfied
247,5,14,7,neutral or dissatisfied
2418,3,6,10,satisfied
3115,4,4,28,satisfied
199,2,35,16,neutral or dissatisfied
240,0,0,0,satisfied
1363,4,3,11,neutral or dissatisfied
1644,0,0,0,satisfied
306,2,0,0,satisfied
3617,2,0,0,satisfied
837,2,30,55,neutral or dissatisfied
571,0,0,0,neutral or dissatisfied
3747,4,59,47,satisfied
1428,2,0,3,satisfied
1182,1,198,271,neutral or dissatisfied
177,3,116,119,satisfied
3856,0,0,7,satisfied
416,5,0,0,satisfied
356,4,0,0,neutral or dissatisfied
813,2,0,0,satisfied
331,1,65,50,neutral or dissatisfied
460,2,18,15,satisfied
3389,5,0,0,satisfied
1985,1,10,3,satisfied
3763,3,49,48,satisfied
337,3,58,60,neutral or dissatisfied
359,3,0,0,neutral or dissatisfied
1491,2,12,36,neutral or dissatisfied
1044,4,4,0,neutral or dissatisfied
370,3,1,0,neutral or dissatisfied
342,4,0,0,satisfied
356,3,26,3,satisfied
590,5,0,0,neutral or dissatisfied
1851,3,0,0,satisfied
542,4,0,0,neutral or dissatisfied
2417,5,4,7,satisfied
562,0,21,75,neutral or dissatisfied
370,5,7,6,neutral or dissatisfied
551,4,0,3,neutral or dissatisfied
931,2,0,0,neutral or dissatisfied
2990,1,0,0,satisfied
867,2,0,0,neutral or dissatisfied
331,5,0,11,neutral or dissatisfied
626,1,0,0,satisfied
919,5,0,0,neutral or dissatisfied
1751,1,7,11,neutral or dissatisfied
1028,3,70,71,neutral or dissatisfied
604,3,25,20,neutral or dissatisfied
1050,5,3,1,neutral or dissatisfied
1345,4,11,0,satisfied
1620,4,0,0,neutral or dissatisfied
985,5,0,0,neutral or dissatisfied
259,1,21,6,neutral or dissatisfied
296,3,0,0,neutral or dissatisfied
749,3,0,8,neutral or dissatisfied
653,5,0,0,neutral or dissatisfied
2672,4,6,1,satisfied
641,0,0,5,neutral or dissatisfied
1452,3,64,42,neutral or dissatisfied
439,1,98,106,neutral or dissatisfied
160,1,0,0,neutral or dissatisfied
978,4,0,0,satisfied
991,4,4,18,neutral or dissatisfied
3988,2,48,31,satisfied
802,1,90,89,neutral or dissatisfied
395,2,0,0,satisfied
1448,2,0,0,satisfied
920,1,39,33,satisfied
3579,1,25,22,satisfied
239,5,0,0,satisfied
2434,1,0,0,satisfied
102,5,0,0,neutral or dissatisfied
323,2,11,11,neutral or dissatisfied
3161,2,0,0,satisfied
273,4,0,0,satisfied
533,2,44,36,neutral or dissatisfied
315,5,48,42,neutral or dissatisfied
447,2,0,0,neutral or dissatisfied
447,4,0,0,neutral or dissatisfied
1096,0,122,112,neutral or dissatisfied
1632,4,0,0,satisfied
1909,2,24,11,neutral or dissatisfied
96,2,0,0,neutral or dissatisfied
1464,2,6,0,satisfied
1124,5,0,0,neutral or dissatisfied
373,4,0,0,neutral or dissatisfied
2489,3,16,9,neutral or dissatisfied
140,0,0,6,neutral or dissatisfied
587,4,0,0,neutral or dissatisfied
850,5,36,34,neutral or dissatisfied
3702,1,0,0,neutral or dissatisfied
576,5,0,0,neutral or dissatisfied
444,4,0,0,neutral or dissatisfied
102,3,0,0,neutral or dissatisfied
1089,4,0,1,neutral or dissatisfied
416,3,1,0,satisfied
262,2,15,38,neutral or dissatisfied
359,4,1,2,satisfied
337,2,0,0,satisfied
649,1,0,0,neutral or dissatisfied
1269,5,31,7,neutral or dissatisfied
1123,2,0,0,neutral or dissatisfied
1849,3,0,0,neutral or dissatisfied
1276,1,0,0,neutral or dissatisfied
594,3,6,0,neutral or dissatisfied
404,2,14,21,neutral or dissatisfied
3515,1,0,0,neutral or dissatisfied
806,5,0,0,neutral or dissatisfied
549,5,0,0,satisfied
101,5,0,2,neutral or dissatisfied
1469,4,0,46,neutral or dissatisfied
1175,5,0,0,satisfied
3297,4,0,5,satisfied
950,2,107,91,neutral or dissatisfied
195,5,125,141,neutral or dissatisfied
1501,5,0,0,satisfied
775,2,3,10,satisfied
985,2,65,59,neutral or dissatisfied
328,1,3,0,neutral or dissatisfied
1476,4,0,8,neutral or dissatisfied
715,3,12,12,neutral or dissatisfied
2248,3,0,0,neutral or dissatisfied
1085,4,4,24,neutral or dissatisfied
306,3,3,0,neutral or dissatisfied
1144,4,0,0,neutral or dissatisfied
3382,2,2,0,satisfied
3170,4,0,1,satisfied
2979,2,0,0,neutral or dissatisfied
781,1,13,8,satisfied
1558,5,1,0,satisfied
1523,1,0,0,satisfied
2051,1,0,0,satisfied
1617,5,0,0,satisfied
315,0,3,0,satisfied
1142,5,0,5,neutral or dissatisfied
3038,4,0,0,neutral or dissatisfied
130,1,0,22,satisfied
907,4,9,9,satisfied
3220,5,86,89,satisfied
541,4,47,70,satisfied
1504,4,0,0,neutral or dissatisfied
89,5,0,0,neutral or dissatisfied
1592,3,0,0,satisfied
1489,5,0,8,neutral or dissatisfied
731,1,5,0,neutral or dissatisfied
599,2,0,12,neutral or dissatisfied
795,0,14,10,neutral or dissatisfied
313,1,2,0,satisfied
2392,5,12,0,satisfied
236,2,0,0,satisfied
1990,2,30,30,satisfied
500,4,0,0,neutral or dissatisfied
164,5,0,0,neutral or dissatisfied
399,2,0,9,satisfied
258,5,7,0,satisfied
680,5,7,17,neutral or dissatisfied
3687,4,24,16,satisfied
453,4,139,138,neutral or dissatisfied
599,3,8,0,neutral or dissatisfied
214,3,0,0,neutral or dissatisfied
140,0,0,14,satisfied
632,4,23,10,satisfied
551,3,0,0,neutral or dissatisfied
309,3,1,0,neutral or dissatisfied
626,3,0,0,neutral or dissatisfied
580,1,5,3,neutral or dissatisfied
1005,5,0,0,neutral or dissatisfied
1005,4,10,7,neutral or dissatisfied
3791,3,69,66,satisfied
667,1,5,1,neutral or dissatisfied
1220,5,0,0,satisfied
125,5,0,0,satisfied
1069,5,109,104,neutral or dissatisfied
1754,4,13,12,neutral or dissatisfied
1379,1,29,25,neutral or dissatisfied
223,5,0,0,neutral or dissatisfied
3364,3,42,28,satisfied
2342,3,0,0,satisfied
359,4,5,2,neutral or dissatisfied
1652,5,5,0,neutral or dissatisfied
2565,4,2,0,neutral or dissatisfied
1121,2,15,10,neutral or dissatisfied
2108,5,5,1,satisfied
305,3,0,0,neutral or dissatisfied
1235,1,0,0,satisfied
2780,3,2,0,satisfied
187,5,0,12,satisfied
184,5,0,0,neutral or dissatisfied
2537,3,0,0,neutral or dissatisfied
997,3,63,43,neutral or dissatisfied
896,5,0,0,neutral or dissatisfied
3860,5,0,39,neutral or dissatisfied
351,4,39,35,neutral or dissatisfied
2828,5,0,0,satisfied
1481,4,0,0,satisfied
2097,3,0,0,neutral or dissatisfied
201,4,4,13,neutral or dissatisfied
603,3,0,0,satisfied
1591,1,29,25,satisfied
1205,4,18,20,neutral or dissatisfied
1148,5,0,0,neutral or dissatisfied
550,0,0,0,satisfied
986,1,99,111,neutral or dissatisfied
1211,3,0,0,satisfied
1773,5,0,0,neutral or dissatisfied
954,1,3,12,neutral or dissatisfied
846,3,46,91,neutral or dissatisfied
2112,4,0,0,satisfied
2176,5,0,0,satisfied
223,3,0,0,satisfied
606,4,21,13,neutral or dissatisfied
3641,1,0,0,neutral or dissatisfied
641,3,47,39,satisfied
2013,2,0,0,neutral or dissatisfied
468,3,44,96,neutral or dissatisfied
2640,0,10,1,satisfied
190,4,0,0,neutral or dissatisfied
332,5,0,0,satisfied
641,1,0,0,satisfied
666,3,2,0,neutral or dissatisfied
2205,2,1,0,satisfied
296,5,0,0,satisfied
383,2,0,0,neutral or dissatisfied
301,1,0,0,neutral or dissatisfied
796,0,0,0,satisfied
1943,4,0,0,satisfied
1846,1,48,46,neutral or dissatisfied
612,5,0,2,neutral or dissatisfied
1242,2,0,0,neutral or dissatisfied
3705,1,0,0,satisfied
944,3,0,0,neutral or dissatisfied
214,4,0,14,neutral or dissatisfied
1839,5,20,12,satisfied
273,5,0,0,neutral or dissatisfied
2398,5,0,4,satisfied
399,0,0,0,satisfied
2001,4,6,16,satisfied
1521,2,0,67,satisfied
626,5,66,43,satisfied
361,4,0,0,neutral or dissatisfied
157,5,0,0,satisfied
102,1,0,9,neutral or dissatisfied
337,2,0,8,satisfied
416,0,0,0,satisfied
909,3,1,0,satisfied
3872,1,9,0,satisfied
601,1,0,0,neutral or dissatisfied
296,4,20,19,neutral or dissatisfied
650,4,0,0,satisfied
229,1,0,0,neutral or dissatisfied
1620,4,0,0,neutral or dissatisfied
1166,5,0,0,neutral or dissatisfied
717,3,0,0,neutral or dissatisfied
404,5,0,0,neutral or dissatisfied
160,3,34,22,neutral or dissatisfied
3480,2,34,33,neutral or dissatisfied
675,4,0,0,neutral or dissatisfied
2100,5,0,5,neutral or dissatisfied
1013,3,0,0,neutral or dissatisfied
190,4,0,0,neutral or dissatisfied
775,1,59,64,neutral or dissatisfied
187,2,0,23,satisfied
2454,1,0,0,satisfied
3850,3,333,325,satisfied
692,1,0,0,neutral or dissatisfied
1825,3,1,0,satisfied
817,3,0,0,neutral or dissatisfied
157,4,42,40,neutral or dissatisfied
409,5,0,0,satisfied
606,5,0,0,neutral or dissatisfied
515,2,18,43,neutral or dissatisfied
1597,5,2,0,neutral or dissatisfied
2239,1,0,5,satisfied
420,3,0,0,neutral or dissatisfied
1449,1,8,0,satisfied
406,0,0,2,neutral or dissatisfied
562,2,0,0,neutral or dissatisfied
197,5,26,9,satisfied
1045,4,0,0,neutral or dissatisfied
516,5,0,0,neutral or dissatisfied
2799,1,0,0,neutral or dissatisfied
674,2,12,5,satisfied
762,4,17,12,neutral or dissatisfied
3359,4,12,8,satisfied
237,1,0,0,neutral or dissatisfied
762,0,0,0,satisfied
312,4,96,91,neutral or dissatisfied
874,2,27,32,neutral or dissatisfied
2565,2,0,5,satisfied
641,5,141,190,satisfied
733,2,81,61,neutral or dissatisfied
109,0,3,7,satisfied
1916,3,0,0,neutral or dissatisfied
818,3,0,16,neutral or dissatisfied
1407,3,0,0,neutral or dissatisfied
793,2,58,47,neutral or dissatisfied
481,1,7,16,neutral or dissatisfied
833,5,0,0,neutral or dissatisfied
594,0,0,0,satisfied
808,2,0,0,neutral or dissatisfied
2349,1,0,0,neutral or dissatisfied
3121,5,0,0,neutral or dissatisfied
516,0,37,31,neutral or dissatisfied
1546,2,266,281,satisfied
1189,2,186,201,neutral or dissatisfied
317,3,70,71,neutral or dissatisfied
248,2,0,0,satisfied
329,3,2,0,neutral or dissatisfied
438,4,0,0,neutral or dissatisfied
2184,1,41,41,satisfied
1400,5,18,35,satisfied
1440,4,41,36,neutral or dissatisfied
787,3,2,0,neutral or dissatisfied
594,5,1,0,satisfied
3135,1,0,0,neutral or dissatisfied
1024,4,13,4,neutral or dissatisfied
602,5,17,22,neutral or dissatisfied
1535,3,0,0,satisfied
1337,2,0,0,satisfied
2592,5,0,0,satisfied
1175,3,0,0,neutral or dissatisfied
1452,1,13,0,neutral or dissatisfied
358,4,57,43,neutral or dissatisfied
888,4,59,56,neutral or dissatisfied
363,5,0,0,neutral or dissatisfied
1046,2,36,31,satisfied
337,5,0,0,satisfied
650,4,0,0,neutral or dissatisfied
264,5,0,0,neutral or dissatisfied
3985,0,0,0,satisfied
873,2,7,0,neutral or dissatisfied
102,4,0,0,satisfied
2330,3,66,55,neutral or dissatisfied
814,5,0,0,neutral or dissatisfied
190,3,77,67,neutral or dissatisfied
888,3,0,0,satisfied
547,1,1,0,neutral or dissatisfied
979,1,15,8,neutral or dissatisfied
834,2,0,4,satisfied
292,2,0,0,satisfied
719,5,0,11,neutral or dissatisfied
771,3,0,0,neutral or dissatisfied
1587,4,3,0,neutral or dissatisfied
797,2,0,0,neutral or dissatisfied
2116,1,0,0,satisfied
280,3,0,17,neutral or dissatisfied
2357,3,0,0,satisfied
2486,1,0,0,neutral or dissatisfied
1661,4,5,5,satisfied
110,3,4,29,neutral or dissatisfied
116,2,98,97,neutral or dissatisfied
862,4,1,0,neutral or dissatisfied
342,1,0,1,satisfied
2050,1,0,0,satisfied
1620,4,0,0,satisfied
406,5,0,0,neutral or dissatisfied
624,5,0,0,satisfied
627,0,0,0,neutral or dissatisfied
417,1,0,0,satisfied
2552,4,0,0,satisfied
495,4,70,75,satisfied
462,0,0,36,satisfied
2586,1,33,22,neutral or dissatisfied
624,0,81,94,satisfied
612,3,9,3,neutral or dissatisfied
2905,4,0,0,satisfied
930,2,0,0,satisfied
1005,2,0,0,neutral or dissatisfied
2764,4,6,0,satisfied
316,4,0,0,satisfied
1091,5,21,7,neutral or dissatisfied
1546,3,0,0,neutral or dissatisfied
3716,1,13,4,satisfied
651,2,0,0,satisfied
838,4,0,0,neutral or dissatisfied
1428,4,0,17,neutral or dissatisfied
101,4,4,9,satisfied
1065,4,0,0,neutral or dissatisfied
946,4,0,0,satisfied
612,4,15,3,neutral or dissatisfied
1020,4,0,14,neutral or dissatisfied
2584,2,0,0,satisfied
2677,2,0,0,neutral or dissatisfied
231,4,23,11,neutral or dissatisfied
237,1,0,0,neutral or dissatisfied
1364,3,4,0,neutral or dissatisfied
337,3,0,0,satisfied
3693,1,0,0,neutral or dissatisfied
977,4,13,5,satisfied
912,4,0,0,satisfied
164,4,0,0,satisfied
144,4,0,24,neutral or dissatisfied
479,1,22,20,neutral or dissatisfied
570,0,3,12,neutral or dissatisfied
2139,2,0,0,satisfied
475,5,0,20,neutral or dissatisfied
570,4,0,0,satisfied
383,3,0,0,neutral or dissatisfied
1979,2,0,0,satisfied
337,0,0,0,neutral or dissatisfied
151,5,1,0,neutral or dissatisfied
2890,1,68,81,satisfied
990,5,0,0,neutral or dissatisfied
838,2,25,25,neutral or dissatisfied
679,5,174,161,neutral or dissatisfied
373,1,0,0,satisfied
255,5,0,0,neutral or dissatisfied
1211,1,46,38,neutral or dissatisfied
2015,1,55,33,satisfied
1676,4,0,5,satisfied
255,3,0,0,neutral or dissatisfied
541,5,8,0,neutral or dissatisfied
3070,2,4,0,satisfied
483,0,0,12,neutral or dissatisfied
236,5,53,48,neutral or dissatisfied
374,5,0,0,neutral or dissatisfied
2446,4,0,0,neutral or dissatisfied
273,2,0,0,neutral or dissatisfied
762,3,32,53,satisfied
1089,5,0,0,satisfied
811,3,9,0,neutral or dissatisfied
1533,3,0,14,neutral or dissatisfied
2454,4,0,0,neutral or dissatisfied
1034,4,22,9,neutral or dissatisfied
1041,4,0,0,satisfied
2797,1,37,29,satisfied
1907,3,0,0,satisfied
1846,3,0,0,satisfied
2422,4,26,18,satisfied
1204,4,10,28,satisfied
305,4,39,30,neutral or dissatisfied
2454,2,0,0,neutral or dissatisfied
431,0,0,0,neutral or dissatisfied
646,4,0,0,neutral or dissatisfied
2917,1,54,45,satisfied
925,5,0,0,satisfied
544,4,0,7,neutral or dissatisfied
1204,3,62,49,neutral or dissatisfied
762,4,14,18,neutral or dissatisfied
370,3,0,0,neutral or dissatisfied
1769,1,22,66,satisfied
247,1,0,0,satisfied
2729,5,0,6,satisfied
3493,1,0,0,satisfied
328,5,0,0,neutral or dissatisfied
779,5,244,259,neutral or dissatisfied
331,4,4,16,neutral or dissatisfied
3935,0,0,0,satisfied
590,2,24,43,neutral or dissatisfied
771,4,0,0,neutral or dissatisfied
2565,5,4,0,neutral or dissatisfied
1010,3,0,0,satisfied
2977,2,0,0,satisfied
328,2,0,0,satisfied
2519,4,0,4,satisfied
2657,2,0,0,satisfied
328,2,0,0,satisfied
280,4,52,63,neutral or dissatisfied
1956,4,0,0,neutral or dissatisfied
414,5,2,0,satisfied
637,0,0,0,neutral or dissatisfied
533,5,34,29,neutral or dissatisfied
1067,0,0,0,neutral or dissatisfied
646,4,0,2,satisfied
820,5,40,77,neutral or dissatisfied
502,5,0,22,neutral or dissatisfied
1979,4,8,48,neutral or dissatisfied
250,5,0,0,neutral or dissatisfied
434,5,9,2,neutral or dissatisfied
928,3,12,0,satisfied
737,4,22,43,satisfied
300,3,0,0,neutral or dissatisfied
351,2,10,0,satisfied
3108,3,17,22,satisfied
1749,3,0,0,neutral or dissatisfied
862,4,0,0,neutral or dissatisfied
373,0,48,48,satisfied
590,3,0,0,neutral or dissatisfied
1145,5,0,0,neutral or dissatisfied
337,2,0,0,neutral or dissatisfied
978,5,0,0,neutral or dissatisfied
562,3,0,0,neutral or dissatisfied
1204,1,56,38,neutral or dissatisfied
1764,4,0,0,satisfied
1440,4,0,0,neutral or dissatisfied
421,4,0,6,satisfied
1014,4,0,0,neutral or dissatisfied
621,1,17,10,neutral or dissatisfied
304,2,34,36,neutral or dissatisfied
843,3,17,14,neutral or dissatisfied
937,5,3,0,neutral or dissatisfied
160,3,0,0,satisfied
213,3,21,19,neutral or dissatisfied
678,5,10,16,neutral or dissatisfied
1972,1,39,28,neutral or dissatisfied
1709,2,3,0,satisfied
137,1,56,39,satisfied
328,0,1,8,neutral or dissatisfied
991,5,75,59,satisfied
2565,4,96,98,neutral or dissatisfied
1276,1,0,0,neutral or dissatisfied
1757,3,237,303,satisfied
270,0,0,0,neutral or dissatisfied
3756,2,0,0,satisfied
2335,4,4,6,neutral or dissatisfied
362,5,0,0,satisfied
1068,2,0,0,satisfied
3795,1,0,0,satisfied
353,5,0,0,neutral or dissatisfied
814,5,34,24,neutral or dissatisfied
190,3,12,4,neutral or dissatisfied
835,3,1,0,neutral or dissatisfied
404,4,0,0,neutral or dissatisfied
1069,5,26,50,neutral or dissatisfied
1242,3,51,44,neutral or dissatisfied
377,0,6,10,neutral or dissatisfied
802,1,0,2,neutral or dissatisfied
650,3,0,0,neutral or dissatisfied
